Country_Name,Country_Code,Counterpart_Area_Name,Counterpart_Area_Code,Series_Name,Series_Code,2012_[YR2012],2013_[YR2013],2014_[YR2014],2015_[YR2015],2016_[YR2016],2017_[YR2017],2018_[YR2018],2019_[YR2019],2020_[YR2020],2021_[YR2021]
Algeria,DZA,Algeria,130.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Algeria,130.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Algeria,130.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Algeria,130.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Algeria,130.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Andorra,25.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Angola,225.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Anguilla,376.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Antigua,377.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab African International Bank,922.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Bank for Economic Dev. in Africa (BADEA),953.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,Average grace period on new external debt commitments (years),DT.GPA.DPPG,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,Average grant element on new external debt commitments (%),DT.GRE.DPPG,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,Average interest on new external debt commitments (%),DT.INR.DPPG,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,Average maturity on new external debt commitments (years),DT.MAT.DPPG,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,0,0,0,0,0,0,0,0,0,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (AMT, current US$)",DT.AMT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (DIS, current US$)",DT.DIS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (DOD, current US$)",DT.DOD.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (INT, current US$)",DT.INT.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (NFL, current US$)",DT.NFL.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (NTR, current US$)",DT.NTR.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral (TDS, current US$)",DT.TDS.BLAT.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral concessional (INT, current US$)",DT.INT.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Arab Fund for Economic & Social Development,921.0,"CB, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CB.CD,..,..,..,..,..,..,..,..,..,..
